0 2 a a 0 2 a a;a a 2 0 a a 2 0;a 2 a 0 a 2 a 0;0 a 2 a 0 a 2 a;a 2 2 a 0 a a 0;a a a a 0 2 2 0;0 2 2 0 a a a a;0 a a 0 a 2 2 a;a a 2 0 0 2 a a;0 2 a a a a 2 0;a 2 a 0 0 a 2 a;0 a 2 a a 2 a 0;Z
0.40437159;0.40437163; -0.29212907; -0.29212915;0.05612144; -0.05612144; -0.05612144;0.05612144; -0.34825057; -0.34825057; -0.34825057; -0.34825057;295
0.40889384;0.40889388; -0.28576493; -0.28576501;0.06156464; -0.06156464; -0.06156464;0.06156464; -0.34732963; -0.34732963; -0.34732963; -0.34732963;300
0.41358455;0.41358459; -0.27893294; -0.27893302;0.06732600; -0.06732600; -0.06732600;0.06732600; -0.34625899; -0.34625899; -0.34625899; -0.34625899;305
0.41841229;0.41841233; -0.27163748; -0.27163756;0.07338760; -0.07338760; -0.07338760;0.07338760; -0.34502513; -0.34502513; -0.34502513; -0.34502513;310
0.42334212;0.42334216; -0.26388864; -0.26388871;0.07972694; -0.07972694; -0.07972694;0.07972694; -0.34361562; -0.34361562; -0.34361562; -0.34361562;315
0.42833246;0.42833251; -0.25570894; -0.25570902;0.08631196; -0.08631196; -0.08631196;0.08631196; -0.34202095; -0.34202095; -0.34202095; -0.34202095;320
0.43333804;0.43333808; -0.24713136; -0.24713143;0.09310353; -0.09310353; -0.09310353;0.09310353; -0.34023494; -0.34023494; -0.34023494; -0.34023494;325
0.43831150;0.43831155; -0.23819905; -0.23819912;0.10005642; -0.10005642; -0.10005642;0.10005642; -0.33825552; -0.33825552; -0.33825552; -0.33825552;330
0.44320512;0.44320517; -0.22896502; -0.22896509;0.10712025; -0.10712025; -0.10712025;0.10712025; -0.33608531; -0.33608531; -0.33608531; -0.33608531;335
0.44797137;0.44797142; -0.21949354; -0.21949360;0.11423911; -0.11423911; -0.11423911;0.11423911; -0.33373269; -0.33373269; -0.33373269; -0.33373269;340
0.45256834;0.45256839; -0.20985152; -0.20985158;0.12135860; -0.12135860; -0.12135860;0.12135860; -0.33121016; -0.33121016; -0.33121016; -0.33121016;345
0.45695684;0.45695689; -0.20011550; -0.20011556;0.12842086; -0.12842086; -0.12842086;0.12842086; -0.32853640; -0.32853640; -0.32853640; -0.32853640;350
0.46110706;0.46110711; -0.19035768; -0.19035773;0.13537488; -0.13537488; -0.13537488;0.13537488; -0.32573260; -0.32573260; -0.32573260; -0.32573260;355
0.46499407;0.46499412; -0.18065516; -0.18065521;0.14216964; -0.14216964; -0.14216964;0.14216964; -0.32282484; -0.32282484; -0.32282484; -0.32282484;360
0.46860018;0.46860022; -0.17108376; -0.17108381;0.14875839; -0.14875839; -0.14875839;0.14875839; -0.31984218; -0.31984218; -0.31984218; -0.31984218;365
0.47191894;0.47191898; -0.16170436; -0.16170440;0.15510747; -0.15510747; -0.15510747;0.15510747; -0.31681186; -0.31681186; -0.31681186; -0.31681186;370
0.47495121;0.47495126; -0.15256844; -0.15256848;0.16119156; -0.16119156; -0.16119156;0.16119156; -0.31376003; -0.31376003; -0.31376003; -0.31376003;375
0.47769945;0.47769950; -0.14373247; -0.14373251;0.16698366; -0.16698366; -0.16698366;0.16698366; -0.31071616; -0.31071616; -0.31071616; -0.31071616;380
0.48017625;0.48017630; -0.13522783; -0.13522787;0.17247437; -0.17247437; -0.17247437;0.17247437; -0.30770223; -0.30770223; -0.30770223; -0.30770223;385
0.48239510;0.48239515; -0.12708568; -0.12708571;0.17765487; -0.17765487; -0.17765487;0.17765487; -0.30474057; -0.30474057; -0.30474057; -0.30474057;390
0.48437378;0.48437383; -0.11932243; -0.11932247;0.18252583; -0.18252583; -0.18252583;0.18252583; -0.30184829; -0.30184829; -0.30184829; -0.30184829;395
0.48612831;0.48612836; -0.11196015; -0.11196018;0.18708423; -0.18708423; -0.18708423;0.18708423; -0.29904441; -0.29904441; -0.29904441; -0.29904441;400
0.48768184;0.48768189; -0.10498684; -0.10498687;0.19134765; -0.19134765; -0.19134765;0.19134765; -0.29633451; -0.29633451; -0.29633451; -0.29633451;405
0.48905140;0.48905144; -0.09841014; -0.09841017;0.19532076; -0.19532076; -0.19532076;0.19532076; -0.29373093; -0.29373093; -0.29373093; -0.29373093;410
0.49025594;0.49025599; -0.09222223; -0.09222226;0.19901699; -0.19901699; -0.19901699;0.19901699; -0.29123924; -0.29123924; -0.29123924; -0.29123924;415
0.49131408;0.49131413; -0.08640781; -0.08640784;0.20245326; -0.20245326; -0.20245326;0.20245326; -0.28886109; -0.28886109; -0.28886109; -0.28886109;420
0.49224162;0.49224167; -0.08095694; -0.08095696;0.20564246; -0.20564246; -0.20564246;0.20564246; -0.28659942; -0.28659942; -0.28659942; -0.28659942;425
0.49305263;0.49305268; -0.07586139; -0.07586141;0.20859574; -0.20859574; -0.20859574;0.20859574; -0.28445714; -0.28445714; -0.28445714; -0.28445714;430
0.49376227;0.49376232; -0.07109617; -0.07109619;0.21133317; -0.21133317; -0.21133317;0.21133317; -0.28242935; -0.28242935; -0.28242935; -0.28242935;435
0.49438329;0.49438333; -0.06664098; -0.06664100;0.21387126; -0.21387126; -0.21387126;0.21387126; -0.28051226; -0.28051226; -0.28051226; -0.28051226;440
0.49492509;0.49492514; -0.06249008; -0.06249009;0.21621761; -0.21621761; -0.21621761;0.21621761; -0.27870771; -0.27870771; -0.27870771; -0.27870771;445
0.49540032;0.49540037; -0.05860362; -0.05860364;0.21839845; -0.21839845; -0.21839845;0.21839845; -0.27700209; -0.27700209; -0.27700209; -0.27700209;450
0.49581560;0.49581565; -0.05497961; -0.05497962;0.22041809; -0.22041809; -0.22041809;0.22041809; -0.27539772; -0.27539772; -0.27539772; -0.27539772;455
0.49617789;0.49617794; -0.05160788; -0.05160790;0.22228510; -0.22228510; -0.22228510;0.22228510; -0.27389299; -0.27389299; -0.27389299; -0.27389299;460
0.49649475;0.49649480; -0.04846480; -0.04846481;0.22401507; -0.22401507; -0.22401507;0.22401507; -0.27247988; -0.27247988; -0.27247988; -0.27247988;465
0.49677295;0.49677300; -0.04552493; -0.04552494;0.22562409; -0.22562409; -0.22562409;0.22562409; -0.27114904; -0.27114904; -0.27114904; -0.27114904;470
0.49701577;0.49701582; -0.04279263; -0.04279265;0.22711165; -0.22711165; -0.22711165;0.22711165; -0.26990429; -0.26990429; -0.26990429; -0.26990429;475
0.49722902;0.49722907; -0.04023914; -0.04023915;0.22849502; -0.22849502; -0.22849502;0.22849502; -0.26873417; -0.26873417; -0.26873417; -0.26873417;480
0.49741600;0.49741605; -0.03785783; -0.03785784;0.22977916; -0.22977916; -0.22977916;0.22977916; -0.26763700; -0.26763700; -0.26763700; -0.26763700;485
0.49758007;0.49758011; -0.03563665; -0.03563666;0.23097178; -0.23097178; -0.23097178;0.23097178; -0.26660844; -0.26660844; -0.26660844; -0.26660844;490
0.49772461;0.49772466; -0.03355753; -0.03355754;0.23208361; -0.23208361; -0.23208361;0.23208361; -0.26564115; -0.26564115; -0.26564115; -0.26564115;495
0.49785208;0.49785212; -0.03161028; -0.03161029;0.23312097; -0.23312097; -0.23312097;0.23312097; -0.26473125; -0.26473125; -0.26473125; -0.26473125;500
0.49796320;0.49796325; -0.02980856; -0.02980857;0.23407739; -0.23407739; -0.23407739;0.23407739; -0.26388596; -0.26388596; -0.26388596; -0.26388596;505
0.49806215;0.49806219; -0.02810699; -0.02810700;0.23497764; -0.23497764; -0.23497764;0.23497764; -0.26308464; -0.26308464; -0.26308464; -0.26308464;510
0.49814885;0.49814890; -0.02652597; -0.02652598;0.23581150; -0.23581150; -0.23581150;0.23581150; -0.26233748; -0.26233748; -0.26233748; -0.26233748;515
0.49822570;0.49822575; -0.02504121; -0.02504122;0.23659230; -0.23659230; -0.23659230;0.23659230; -0.26163352; -0.26163352; -0.26163352; -0.26163352;520
0.49829348;0.49829353; -0.02365423; -0.02365424;0.23731968; -0.23731968; -0.23731968;0.23731968; -0.26097392; -0.26097392; -0.26097392; -0.26097392;525
0.49835302;0.49835307; -0.02236465; -0.02236465;0.23799424; -0.23799424; -0.23799424;0.23799424; -0.26035890; -0.26035890; -0.26035890; -0.26035890;530
0.49840673;0.49840678; -0.02113407; -0.02113407;0.23863638; -0.23863638; -0.23863638;0.23863638; -0.25977046; -0.25977046; -0.25977046; -0.25977046;535
0.49845374;0.49845379; -0.01999469; -0.01999470;0.23922957; -0.23922957; -0.23922957;0.23922957; -0.25922427; -0.25922427; -0.25922427; -0.25922427;540
0.49849565;0.49849570; -0.01892113; -0.01892113;0.23978731; -0.23978731; -0.23978731;0.23978731; -0.25870844; -0.25870844; -0.25870844; -0.25870844;545
0.49853265;0.49853270; -0.01791967; -0.01791967;0.24030654; -0.24030654; -0.24030654;0.24030654; -0.25822621; -0.25822621; -0.25822621; -0.25822621;550
0.49856563;0.49856567; -0.01697762; -0.01697763;0.24079405; -0.24079405; -0.24079405;0.24079405; -0.25777168; -0.25777168; -0.25777168; -0.25777168;555
0.49859507;0.49859512; -0.01608970; -0.01608971;0.24125273; -0.24125273; -0.24125273;0.24125273; -0.25734244; -0.25734244; -0.25734244; -0.25734244;560
0.49862116;0.49862121; -0.01525992; -0.01525992;0.24168067; -0.24168067; -0.24168067;0.24168067; -0.25694059; -0.25694059; -0.25694059; -0.25694059;565
0.49864469;0.49864474; -0.01447053; -0.01447053;0.24208712; -0.24208712; -0.24208712;0.24208712; -0.25655766; -0.25655766; -0.25655766; -0.25655766;570
0.49866538;0.49866543; -0.01373922; -0.01373922;0.24246312; -0.24246312; -0.24246312;0.24246312; -0.25620235; -0.25620235; -0.25620235; -0.25620235;575
0.49868400;0.49868405; -0.01304609; -0.01304609;0.24281900; -0.24281900; -0.24281900;0.24281900; -0.25586509; -0.25586509; -0.25586509; -0.25586509;580
0.49870078;0.49870083; -0.01238807; -0.01238808;0.24315639; -0.24315639; -0.24315639;0.24315639; -0.25554447; -0.25554447; -0.25554447; -0.25554447;585
0.49871558;0.49871563; -0.01177708; -0.01177709;0.24346929; -0.24346929; -0.24346929;0.24346929; -0.25524637; -0.25524637; -0.25524637; -0.25524637;590
0.49872902;0.49872907; -0.01119349; -0.01119349;0.24376781; -0.24376781; -0.24376781;0.24376781; -0.25496129; -0.25496129; -0.25496129; -0.25496129;595
0.49874104;0.49874109; -0.01064446; -0.01064446;0.24404833; -0.24404833; -0.24404833;0.24404833; -0.25469279; -0.25469279; -0.25469279; -0.25469279;600
0.49875182;0.49875187; -0.01012708; -0.01012709;0.24431240; -0.24431240; -0.24431240;0.24431240; -0.25443949; -0.25443949; -0.25443949; -0.25443949;605
0.49876144;0.49876149; -0.00964153; -0.00964154;0.24455999; -0.24455999; -0.24455999;0.24455999; -0.25420153; -0.25420153; -0.25420153; -0.25420153;610
0.49877005;0.49877010; -0.00918566; -0.00918566;0.24479223; -0.24479223; -0.24479223;0.24479223; -0.25397789; -0.25397789; -0.25397789; -0.25397789;615
0.49877788;0.49877793; -0.00874992; -0.00874992;0.24501402; -0.24501402; -0.24501402;0.24501402; -0.25376393; -0.25376393; -0.25376393; -0.25376393;620
0.49878494;0.49878498; -0.00833826; -0.00833826;0.24522337; -0.24522337; -0.24522337;0.24522337; -0.25356163; -0.25356163; -0.25356163; -0.25356163;625
0.49879125;0.49879130; -0.00795167; -0.00795167;0.24541982; -0.24541982; -0.24541982;0.24541982; -0.25337149; -0.25337149; -0.25337149; -0.25337149;630
0.49879710;0.49879715; -0.00757585; -0.00757586;0.24561065; -0.24561065; -0.24561065;0.24561065; -0.25318651; -0.25318651; -0.25318651; -0.25318651;635
0.49880214;0.49880219; -0.00723651; -0.00723651;0.24578285; -0.24578285; -0.24578285;0.24578285; -0.25301936; -0.25301936; -0.25301936; -0.25301936;640
0.49880678;0.49880683; -0.00690922; -0.00690922;0.24594881; -0.24594881; -0.24594881;0.24594881; -0.25285803; -0.25285803; -0.25285803; -0.25285803;645
0.49881116;0.49881121; -0.00658579; -0.00658579;0.24611271; -0.24611271; -0.24611271;0.24611271; -0.25269850; -0.25269850; -0.25269850; -0.25269850;650
0.49881490;0.49881495; -0.00629581; -0.00629581;0.24625957; -0.24625957; -0.24625957;0.24625957; -0.25255538; -0.25255538; -0.25255538; -0.25255538;655
0.49881843;0.49881848; -0.00601008; -0.00601008;0.24640420; -0.24640420; -0.24640420;0.24640420; -0.25241428; -0.25241428; -0.25241428; -0.25241428;660
0.49882153;0.49882158; -0.00574647; -0.00574647;0.24653756; -0.24653756; -0.24653756;0.24653756; -0.25228403; -0.25228403; -0.25228403; -0.25228403;665
0.49882434;0.49882439; -0.00549744; -0.00549744;0.24666348; -0.24666348; -0.24666348;0.24666348; -0.25216092; -0.25216092; -0.25216092; -0.25216092;670
0.49882696;0.49882701; -0.00525477; -0.00525477;0.24678612; -0.24678612; -0.24678612;0.24678612; -0.25204089; -0.25204089; -0.25204089; -0.25204089;675
0.49882925;0.49882929; -0.00503282; -0.00503282;0.24689824; -0.24689824; -0.24689824;0.24689824; -0.25193106; -0.25193106; -0.25193106; -0.25193106;680
0.49883138;0.49883143; -0.00481668; -0.00481668;0.24700737; -0.24700737; -0.24700737;0.24700737; -0.25182406; -0.25182406; -0.25182406; -0.25182406;685
0.49883343;0.49883348; -0.00459915; -0.00459915;0.24711717; -0.24711717; -0.24711717;0.24711717; -0.25171632; -0.25171632; -0.25171632; -0.25171632;690
0.49883512;0.49883517; -0.00441280; -0.00441281;0.24721118; -0.24721118; -0.24721118;0.24721118; -0.25162399; -0.25162399; -0.25162399; -0.25162399;695
0.49883681;0.49883686; -0.00421691; -0.00421692;0.24730997; -0.24730997; -0.24730997;0.24730997; -0.25152689; -0.25152689; -0.25152689; -0.25152689;700
