0 2 a a 0 2 a a;a a 2 0 a a 2 0;a 2 a 0 a 2 a 0;0 a 2 a 0 a 2 a;a 2 2 a 0 a a 0;a a a a 0 2 2 0;0 2 2 0 a a a a;0 a a 0 a 2 2 a;a a 2 0 0 2 a a;0 2 a a a a 2 0;a 2 a 0 0 a 2 a;0 a 2 a a 2 a 0;Z
0.35057646;0.35057650;0.35487779;0.35487789;0.35274683; -0.35274683; -0.35274683;0.35274683;0.00212964;0.00212964;0.00212964;0.00212964;170
0.35017030;0.35017033;0.35528123;0.35528133;0.35274280; -0.35274280; -0.35274280;0.35274280;0.00253729;0.00253729;0.00253729;0.00253729;175
0.34970048;0.34970051;0.35574591;0.35574601;0.35273799; -0.35273799; -0.35273799;0.35273799;0.00300694;0.00300694;0.00300694;0.00300694;180
0.34915932;0.34915935;0.35627896;0.35627906;0.35273204; -0.35273204; -0.35273204;0.35273204;0.00354608;0.00354608;0.00354608;0.00354608;185
0.34853828;0.34853831;0.35688814;0.35688824;0.35272449; -0.35272449; -0.35272449;0.35272449;0.00416291;0.00416291;0.00416291;0.00416291;190
0.34782841;0.34782845;0.35758138;0.35758148;0.35271481; -0.35271481; -0.35271481;0.35271481;0.00486594;0.00486594;0.00486594;0.00486594;195
0.34701958;0.34701962;0.35836754;0.35836764;0.35270229; -0.35270229; -0.35270229;0.35270229;0.00566470;0.00566470;0.00566470;0.00566470;200
0.34610098;0.34610101;0.35925578;0.35925588;0.35268610; -0.35268610; -0.35268610;0.35268610;0.00656920;0.00656920;0.00656920;0.00656920;205
0.34506056;0.34506059;0.36025607;0.36025618;0.35266516; -0.35266516; -0.35266516;0.35266516;0.00759049;0.00759049;0.00759049;0.00759049;210
0.34388567;0.34388571;0.36137849;0.36137859;0.35263816; -0.35263816; -0.35263816;0.35263816;0.00873996;0.00873996;0.00873996;0.00873996;215
0.34256239;0.34256243;0.36263376;0.36263386;0.35260350; -0.35260350; -0.35260350;0.35260350;0.01002994;0.01002994;0.01002994;0.01002994;220
0.34107541;0.34107544;0.36403326;0.36403336;0.35255918; -0.35255918; -0.35255918;0.35255918;0.01147380;0.01147380;0.01147380;0.01147380;225
0.33940919;0.33940923;0.36558775;0.36558786;0.35250282; -0.35250282; -0.35250282;0.35250282;0.01308469;0.01308469;0.01308469;0.01308469;230
0.33754573;0.33754576;0.36730941;0.36730951;0.35243147; -0.35243147; -0.35243147;0.35243147;0.01487772;0.01487772;0.01487772;0.01487772;235
0.33546677;0.33546681;0.36920948;0.36920959;0.35234164; -0.35234164; -0.35234164;0.35234164;0.01686765;0.01686765;0.01686765;0.01686765;240
0.33315212;0.33315216;0.37129975;0.37129986;0.35222911; -0.35222911; -0.35222911;0.35222911;0.01907048;0.01907048;0.01907048;0.01907048;245
0.33058121;0.33058124;0.37359085;0.37359096;0.35208890; -0.35208890; -0.35208890;0.35208890;0.02150181;0.02150181;0.02150181;0.02150181;250
0.32773121;0.32773124;0.37609375;0.37609386;0.35191508; -0.35191508; -0.35191508;0.35191508;0.02417855;0.02417855;0.02417855;0.02417855;255
0.32458085;0.32458088;0.37881618;0.37881629;0.35170088; -0.35170088; -0.35170088;0.35170088;0.02711520;0.02711520;0.02711520;0.02711520;260
0.32110416;0.32110419;0.38176786;0.38176796;0.35143816; -0.35143816; -0.35143816;0.35143816;0.03032961;0.03032961;0.03032961;0.03032961;265
0.31727957;0.31727960;0.38495245;0.38495256;0.35111797; -0.35111797; -0.35111797;0.35111797;0.03383441;0.03383441;0.03383441;0.03383441;270
0.31308181;0.31308184;0.38837433;0.38837444;0.35072986; -0.35072986; -0.35072986;0.35072986;0.03764440;0.03764440;0.03764440;0.03764440;275
0.30848812;0.30848815;0.39203320;0.39203331;0.35026229; -0.35026229; -0.35026229;0.35026229;0.04177086;0.04177086;0.04177086;0.04177086;280
0.30347646;0.30347649;0.39592561;0.39592572;0.34970253; -0.34970253; -0.34970253;0.34970253;0.04622303;0.04622303;0.04622303;0.04622303;285
0.29802765;0.29802768;0.40004332;0.40004344;0.34903686; -0.34903686; -0.34903686;0.34903686;0.05100643;0.05100643;0.05100643;0.05100643;290
0.29212766;0.29212769;0.40437192;0.40437203;0.34825105; -0.34825105; -0.34825105;0.34825105;0.05612084;0.05612084;0.05612084;0.05612084;295
0.28576405;0.28576408;0.40889387;0.40889399;0.34733012; -0.34733012; -0.34733012;0.34733012;0.06156373;0.06156373;0.06156373;0.06156373;300
0.27893208;0.27893210;0.41358464;0.41358476;0.34625943; -0.34625943; -0.34625943;0.34625943;0.06732521;0.06732521;0.06732521;0.06732521;305
0.27163654;0.27163656;0.41841249;0.41841261;0.34502550; -0.34502550; -0.34502550;0.34502550;0.07338699;0.07338699;0.07338699;0.07338699;310
0.26388777;0.26388780;0.42334232;0.42334244;0.34361595; -0.34361595; -0.34361595;0.34361595;0.07972637;0.07972637;0.07972637;0.07972637;315
0.25570842;0.25570844;0.42833250;0.42833262;0.34202129; -0.34202129; -0.34202129;0.34202129;0.08631121;0.08631121;0.08631121;0.08631121;320
0.24713113;0.24713115;0.43333794;0.43333807;0.34023531; -0.34023531; -0.34023531;0.34023531;0.09310264;0.09310264;0.09310264;0.09310264;325
0.23819813;0.23819815;0.43831183;0.43831196;0.33825569; -0.33825569; -0.33825569;0.33825569;0.10005615;0.10005615;0.10005615;0.10005615;330
0.22896442;0.22896444;0.44320530;0.44320543;0.33608552; -0.33608552; -0.33608552;0.33608552;0.10711980;0.10711980;0.10711980;0.10711980;335
0.21949282;0.21949284;0.44797163;0.44797175;0.33373284; -0.33373284; -0.33373284;0.33373284;0.11423881;0.11423881;0.11423881;0.11423881;340
0.20985073;0.20985075;0.45256864;0.45256877;0.33121026; -0.33121026; -0.33121026;0.33121026;0.12135842;0.12135842;0.12135842;0.12135842;345
0.20011502;0.20011504;0.45695701;0.45695714;0.32853654; -0.32853654; -0.32853654;0.32853654;0.12842050;0.12842050;0.12842050;0.12842050;350
0.19035732;0.19035734;0.46110719;0.46110732;0.32573275; -0.32573275; -0.32573275;0.32573275;0.13537448;0.13537448;0.13537448;0.13537448;355
0.18065517;0.18065518;0.46499407;0.46499420;0.32282507; -0.32282507; -0.32282507;0.32282507;0.14216903;0.14216903;0.14216903;0.14216903;360
0.17108338;0.17108340;0.46860033;0.46860046;0.31984228; -0.31984228; -0.31984228;0.31984228;0.14875809;0.14875809;0.14875809;0.14875809;365
0.16170400;0.16170401;0.47191909;0.47191922;0.31681194; -0.31681194; -0.31681194;0.31681194;0.15510719;0.15510719;0.15510719;0.15510719;370
0.15256961;0.15256962;0.47495088;0.47495101;0.31376061; -0.31376061; -0.31376061;0.31376061;0.16119031;0.16119031;0.16119031;0.16119031;375
0.14373248;0.14373249;0.47769950;0.47769963;0.31071633; -0.31071633; -0.31071633;0.31071633;0.16698321;0.16698321;0.16698321;0.16698321;380
0.13522660;0.13522662;0.48017665;0.48017678;0.30770195; -0.30770195; -0.30770195;0.30770195;0.17247475;0.17247475;0.17247475;0.17247475;385
0.12708549;0.12708550;0.48239520;0.48239534;0.30474065; -0.30474065; -0.30474065;0.30474065;0.17765460;0.17765460;0.17765460;0.17765460;390
0.11932284;0.11932285;0.48437374;0.48437388;0.30184858; -0.30184858; -0.30184858;0.30184858;0.18252522;0.18252522;0.18252522;0.18252522;395
0.11195922;0.11195923;0.48612859;0.48612873;0.29904417; -0.29904417; -0.29904417;0.29904417;0.18708447;0.18708447;0.18708447;0.18708447;400
0.10498697;0.10498698;0.48768188;0.48768201;0.29633467; -0.29633467; -0.29633467;0.29633467;0.19134726;0.19134726;0.19134726;0.19134726;405
0.09840962;0.09840963;0.48905156;0.48905170;0.29373083; -0.29373083; -0.29373083;0.29373083;0.19532079;0.19532079;0.19532079;0.19532079;410
0.09222240;0.09222241;0.49025597;0.49025611;0.29123941; -0.29123941; -0.29123941;0.29123941;0.19901662;0.19901662;0.19901662;0.19901662;415
0.08640706;0.08640707;0.49131427;0.49131441;0.28886087; -0.28886087; -0.28886087;0.28886087;0.20245345;0.20245345;0.20245345;0.20245345;420
0.08095603;0.08095604;0.49224182;0.49224196;0.28659913; -0.28659913; -0.28659913;0.28659913;0.20564276;0.20564276;0.20564276;0.20564276;425
0.07586088;0.07586089;0.49305276;0.49305290;0.28445701; -0.28445701; -0.28445701;0.28445701;0.20859581;0.20859581;0.20859581;0.20859581;430
0.07109546;0.07109547;0.49376243;0.49376257;0.28242912; -0.28242912; -0.28242912;0.28242912;0.21133336;0.21133336;0.21133336;0.21133336;435
0.06664195;0.06664196;0.49438320;0.49438334;0.28051275; -0.28051275; -0.28051275;0.28051275;0.21387052;0.21387052;0.21387052;0.21387052;440
0.06248988;0.06248988;0.49492516;0.49492530;0.27870768; -0.27870768; -0.27870768;0.27870768;0.21621754;0.21621754;0.21621754;0.21621754;445
0.05860389;0.05860389;0.49540033;0.49540047;0.27700226; -0.27700226; -0.27700226;0.27700226;0.21839813;0.21839813;0.21839813;0.21839813;450
0.05497952;0.05497952;0.49581565;0.49581579;0.27539773; -0.27539773; -0.27539773;0.27539773;0.22041798;0.22041798;0.22041798;0.22041798;455
0.05160701;0.05160701;0.49617802;0.49617816;0.27389265; -0.27389265; -0.27389265;0.27389265;0.22228543;0.22228543;0.22228543;0.22228543;460
0.04846504;0.04846504;0.49649476;0.49649490;0.27248003; -0.27248003; -0.27248003;0.27248003;0.22401479;0.22401479;0.22401479;0.22401479;465
0.04552510;0.04552510;0.49677296;0.49677310;0.27114916; -0.27114916; -0.27114916;0.27114916;0.22562387;0.22562387;0.22562387;0.22562387;470
0.04279199;0.04279199;0.49701585;0.49701599;0.26990404; -0.26990404; -0.26990404;0.26990404;0.22711187;0.22711187;0.22711187;0.22711187;475
0.04023864;0.04023865;0.49722908;0.49722922;0.26873398; -0.26873398; -0.26873398;0.26873398;0.22849517;0.22849517;0.22849517;0.22849517;480
0.03785780;0.03785781;0.49741602;0.49741616;0.26763703; -0.26763703; -0.26763703;0.26763703;0.22977906;0.22977906;0.22977906;0.22977906;485
0.03563546;0.03563546;0.49758017;0.49758031;0.26660792; -0.26660792; -0.26660792;0.26660792;0.23097231;0.23097231;0.23097231;0.23097231;490
0.03355822;0.03355822;0.49772458;0.49772472;0.26564151; -0.26564151; -0.26564151;0.26564151;0.23208314;0.23208314;0.23208314;0.23208314;495
0.03161073;0.03161074;0.49785206;0.49785220;0.26473150; -0.26473150; -0.26473150;0.26473150;0.23312063;0.23312063;0.23312063;0.23312063;500
0.02980888;0.02980888;0.49796319;0.49796333;0.26388614; -0.26388614; -0.26388614;0.26388614;0.23407712;0.23407712;0.23407712;0.23407712;505
0.02810747;0.02810747;0.49806213;0.49806227;0.26308489; -0.26308489; -0.26308489;0.26308489;0.23497730;0.23497730;0.23497730;0.23497730;510
0.02652477;0.02652478;0.49814892;0.49814906;0.26233694; -0.26233694; -0.26233694;0.26233694;0.23581205;0.23581205;0.23581205;0.23581205;515
0.02504011;0.02504011;0.49822576;0.49822590;0.26163302; -0.26163302; -0.26163302;0.26163302;0.23659280;0.23659280;0.23659280;0.23659280;520
0.02365417;0.02365418;0.49829348;0.49829362;0.26097391; -0.26097391; -0.26097391;0.26097391;0.23731963;0.23731963;0.23731963;0.23731963;525
0.02236536;0.02236536;0.49835299;0.49835313;0.26035926; -0.26035926; -0.26035926;0.26035926;0.23799380;0.23799380;0.23799380;0.23799380;530
0.02113326;0.02113326;0.49840676;0.49840690;0.25977009; -0.25977009; -0.25977009;0.25977009;0.23863673;0.23863673;0.23863673;0.23863673;535
0.01999546;0.01999546;0.49845370;0.49845384;0.25922466; -0.25922466; -0.25922466;0.25922466;0.23922911;0.23922911;0.23922911;0.23922911;540
0.01892032;0.01892033;0.49849567;0.49849581;0.25870808; -0.25870808; -0.25870808;0.25870808;0.23978766;0.23978766;0.23978766;0.23978766;545
0.01791942;0.01791942;0.49853265;0.49853280;0.25822611; -0.25822611; -0.25822611;0.25822611;0.24030661;0.24030661;0.24030661;0.24030661;550
0.01697744;0.01697745;0.49856562;0.49856576;0.25777161; -0.25777161; -0.25777161;0.25777161;0.24079408;0.24079408;0.24079408;0.24079408;555
0.01608928;0.01608929;0.49859507;0.49859522;0.25734225; -0.25734225; -0.25734225;0.25734225;0.24125289;0.24125289;0.24125289;0.24125289;560
0.01525948;0.01525948;0.49862116;0.49862130;0.25694039; -0.25694039; -0.25694039;0.25694039;0.24168084;0.24168084;0.24168084;0.24168084;565
0.01447088;0.01447088;0.49864467;0.49864481;0.25655785; -0.25655785; -0.25655785;0.25655785;0.24208689;0.24208689;0.24208689;0.24208689;570
0.01373979;0.01373979;0.49866535;0.49866549;0.25620264; -0.25620264; -0.25620264;0.25620264;0.24246278;0.24246278;0.24246278;0.24246278;575
0.01304570;0.01304570;0.49868399;0.49868413;0.25586491; -0.25586491; -0.25586491;0.25586491;0.24281915;0.24281915;0.24281915;0.24281915;580
0.01238791;0.01238791;0.49870077;0.49870091;0.25554440; -0.25554440; -0.25554440;0.25554440;0.24315643;0.24315643;0.24315643;0.24315643;585
0.01177562;0.01177562;0.49871560;0.49871574;0.25524567; -0.25524567; -0.25524567;0.25524567;0.24346999;0.24346999;0.24346999;0.24346999;590
0.01119346;0.01119346;0.49872900;0.49872915;0.25496129; -0.25496129; -0.25496129;0.25496129;0.24376778;0.24376778;0.24376778;0.24376778;595
0.01064326;0.01064326;0.49874105;0.49874119;0.25469222; -0.25469222; -0.25469222;0.25469222;0.24404890;0.24404890;0.24404890;0.24404890;600
0.01012706;0.01012706;0.49875180;0.49875194;0.25443949; -0.25443949; -0.25443949;0.25443949;0.24431238;0.24431238;0.24431238;0.24431238;605
0.00964189;0.00964190;0.49876141;0.49876155;0.25420171; -0.25420171; -0.25420171;0.25420171;0.24455977;0.24455977;0.24455977;0.24455977;610
0.00918640;0.00918641;0.49877001;0.49877015;0.25397827; -0.25397827; -0.25397827;0.25397827;0.24479181;0.24479181;0.24479181;0.24479181;615
0.00875028;0.00875028;0.49877785;0.49877799;0.25376412; -0.25376412; -0.25376412;0.25376412;0.24501380;0.24501380;0.24501380;0.24501380;620
0.00833862;0.00833862;0.49878490;0.49878505;0.25356182; -0.25356182; -0.25356182;0.25356182;0.24522316;0.24522316;0.24522316;0.24522316;625
0.00795088;0.00795088;0.49879124;0.49879138;0.25337112; -0.25337112; -0.25337112;0.25337112;0.24542019;0.24542019;0.24542019;0.24542019;630
0.00757561;0.00757562;0.49879708;0.49879722;0.25318640; -0.25318640; -0.25318640;0.25318640;0.24561075;0.24561075;0.24561075;0.24561075;635
0.00723572;0.00723573;0.49880212;0.49880226;0.25301898; -0.25301898; -0.25301898;0.25301898;0.24578321;0.24578321;0.24578321;0.24578321;640
0.00690920;0.00690920;0.49880675;0.49880689;0.25285803; -0.25285803; -0.25285803;0.25285803;0.24594879;0.24594879;0.24594879;0.24594879;645
0.00658615;0.00658615;0.49881112;0.49881126;0.25269869; -0.25269869; -0.25269869;0.25269869;0.24611250;0.24611250;0.24611250;0.24611250;650
0.00629545;0.00629545;0.49881488;0.49881502;0.25255521; -0.25255521; -0.25255521;0.25255521;0.24625973;0.24625973;0.24625973;0.24625973;655
0.00601006;0.00601007;0.49881840;0.49881854;0.25241428; -0.25241428; -0.25241428;0.25241428;0.24640418;0.24640418;0.24640418;0.24640418;660
0.00574647;0.00574647;0.49882150;0.49882164;0.25228404; -0.25228404; -0.25228404;0.25228404;0.24653753;0.24653753;0.24653753;0.24653753;665
0.00549781;0.00549781;0.49882431;0.49882445;0.25216111; -0.25216111; -0.25216111;0.25216111;0.24666327;0.24666327;0.24666327;0.24666327;670
0.00525413;0.00525413;0.49882693;0.49882707;0.25204058; -0.25204058; -0.25204058;0.25204058;0.24678642;0.24678642;0.24678642;0.24678642;675
0.00503321;0.00503321;0.49882921;0.49882935;0.25193126; -0.25193126; -0.25193126;0.25193126;0.24689802;0.24689802;0.24689802;0.24689802;680
0.00481476;0.00481476;0.49883137;0.49883151;0.25182311; -0.25182311; -0.25182311;0.25182311;0.24700833;0.24700833;0.24700833;0.24700833;685
0.00459916;0.00459916;0.49883340;0.49883354;0.25171633; -0.25171633; -0.25171633;0.25171633;0.24711714;0.24711714;0.24711714;0.24711714;690
0.00441244;0.00441244;0.49883509;0.49883523;0.25162381; -0.25162381; -0.25162381;0.25162381;0.24721135;0.24721135;0.24721135;0.24721135;695
0.00421747;0.00421747;0.49883677;0.49883691;0.25152717; -0.25152717; -0.25152717;0.25152717;0.24730967;0.24730967;0.24730967;0.24730967;700
