0 2 a a 0 2 a a;a a 2 0 a a 2 0;a 2 a 0 a 2 a 0;0 a 2 a 0 a 2 a;a 2 2 a 0 a a 0;a a a a 0 2 2 0;0 2 2 0 a a a a;0 a a 0 a 2 2 a;a 2 a 0 0 a 2 a;a a 2 0 0 2 a a;0 2 a a a a 2 0;0 a 2 a a 2 a 0;Z
0.00021074; -0.00021074;0.69877042; -0.69877042;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;100
0.00016886; -0.00016886;0.69877023; -0.69877022;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;105
0.00013648; -0.00013648;0.69877008; -0.69877008;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;110
0.00011119; -0.00011119;0.69876997; -0.69876996;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;115
0.00009127; -0.00009127;0.69876988; -0.69876988;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;120
0.00007545; -0.00007545;0.69876981; -0.69876981;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;125
0.00006277; -0.00006277;0.69876976; -0.69876976;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;130
0.00005255; -0.00005255;0.69876972; -0.69876972;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;135
0.00004425; -0.00004425;0.69876969; -0.69876968;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;140
0.00003746; -0.00003746;0.69876966; -0.69876966;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;145
0.00003188; -0.00003188;0.69876964; -0.69876964;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;150
0.00002726; -0.00002726;0.69876962; -0.69876962;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;155
0.00002341; -0.00002341;0.69876961; -0.69876960;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;160
0.00002020; -0.00002020;0.69876960; -0.69876959;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;165
0.00001749; -0.00001749;0.69876959; -0.69876958;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;170
0.00001521; -0.00001521;0.69876958; -0.69876958;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;175
0.00001328; -0.00001328;0.69876957; -0.69876957;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;180
0.00001163; -0.00001163;0.69876957; -0.69876956;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;185
0.00001022; -0.00001022;0.69876956; -0.69876956;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;190
0.00000901; -0.00000901;0.69876956; -0.69876955;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;195
0.00000796; -0.00000796;0.69876956; -0.69876955;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;200
0.00000706; -0.00000706;0.69876955; -0.69876955;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;205
0.00000628; -0.00000628;0.69876955; -0.69876955;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;210
0.00000560; -0.00000560;0.69876955; -0.69876954;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;215
0.00000500; -0.00000500;0.69876955; -0.69876954;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;220
0.00000448; -0.00000448;0.69876955; -0.69876954;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;225
0.00000402; -0.00000402;0.69876954; -0.69876954;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;230
0.00000362; -0.00000362;0.69876954; -0.69876954;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;235
0.00000327; -0.00000327;0.69876954; -0.69876954;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;240
0.00000295; -0.00000295;0.69876954; -0.69876954;0.00000009; -0.00000009; -0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;0.00000009;245
