a a 2 0 a a 2 0;0 2 a a 0 2 a a;0 a 2 a 0 a 2 a;a 2 a 0 a 2 a 0;a 2 2 a 0 a a 0;a a a a 0 2 2 0;0 2 2 0 a a a a;0 a a 0 a 2 2 a;a a 2 0 0 2 a a;a 2 a 0 0 a 2 a;0 a 2 a a 2 a 0;0 2 a a a a 2 0;Z
 -0.35095245; -0.35095248;0.35436583;0.35436588;0.00170672; -0.00170672; -0.00170672;0.00170672;0.35265913;0.35265913;0.35265913;0.35265913;220
 -0.35070636; -0.35070639;0.35460938;0.35460944;0.00195154; -0.00195154; -0.00195154;0.00195154;0.35265786;0.35265786;0.35265786;0.35265786;225
 -0.35043152; -0.35043155;0.35488098;0.35488104;0.00222477; -0.00222477; -0.00222477;0.00222477;0.35265624;0.35265624;0.35265624;0.35265624;230
 -0.35012462; -0.35012466;0.35518376;0.35518382;0.00252960; -0.00252960; -0.00252960;0.00252960;0.35265418;0.35265418;0.35265418;0.35265418;235
 -0.34978280; -0.34978283;0.35552040;0.35552046;0.00286884; -0.00286884; -0.00286884;0.00286884;0.35265159;0.35265159;0.35265159;0.35265159;240
 -0.34940398; -0.34940402;0.35589270;0.35589276;0.00324440; -0.00324440; -0.00324440;0.00324440;0.35264833;0.35264833;0.35264833;0.35264833;245
 -0.34898367; -0.34898370;0.35630486;0.35630492;0.00366063; -0.00366063; -0.00366063;0.00366063;0.35264426;0.35264426;0.35264426;0.35264426;250
 -0.34851921; -0.34851924;0.35675919;0.35675925;0.00412003; -0.00412003; -0.00412003;0.00412003;0.35263919;0.35263919;0.35263919;0.35263919;255
 -0.34800543; -0.34800547;0.35726038;0.35726043;0.00462751; -0.00462751; -0.00462751;0.00462751;0.35263289;0.35263289;0.35263289;0.35263289;260
 -0.34743997; -0.34744000;0.35781032;0.35781038;0.00518521; -0.00518521; -0.00518521;0.00518521;0.35262513;0.35262513;0.35262513;0.35262513;265
 -0.34681795; -0.34681798;0.35841327;0.35841333;0.00579770; -0.00579770; -0.00579770;0.00579770;0.35261559;0.35261559;0.35261559;0.35261559;270
 -0.34613579; -0.34613582;0.35907210;0.35907216;0.00646820; -0.00646820; -0.00646820;0.00646820;0.35260393;0.35260393;0.35260393;0.35260393;275
 -0.34538542; -0.34538545;0.35979393;0.35979399;0.00720429; -0.00720429; -0.00720429;0.00720429;0.35258966;0.35258966;0.35258966;0.35258966;280
 -0.34456552; -0.34456555;0.36057921;0.36057927;0.00800689; -0.00800689; -0.00800689;0.00800689;0.35257235;0.35257235;0.35257235;0.35257235;285
 -0.34366941; -0.34366944;0.36143339;0.36143345;0.00888203; -0.00888203; -0.00888203;0.00888203;0.35255138;0.35255138;0.35255138;0.35255138;290
 -0.34268830; -0.34268833;0.36236376;0.36236381;0.00983777; -0.00983777; -0.00983777;0.00983777;0.35252601;0.35252601;0.35252601;0.35252601;295
 -0.34162153; -0.34162156;0.36336964;0.36336970;0.01087410; -0.01087410; -0.01087410;0.01087410;0.35249556;0.35249556;0.35249556;0.35249556;300
 -0.34045768; -0.34045771;0.36446032;0.36446038;0.01200137; -0.01200137; -0.01200137;0.01200137;0.35245898;0.35245898;0.35245898;0.35245898;305
 -0.33919258; -0.33919261;0.36563801;0.36563807;0.01322276; -0.01322276; -0.01322276;0.01322276;0.35241528;0.35241528;0.35241528;0.35241528;310
 -0.33781736; -0.33781739;0.36690897;0.36690903;0.01454585; -0.01454585; -0.01454585;0.01454585;0.35236314;0.35236314;0.35236314;0.35236314;315
 -0.33632749; -0.33632753;0.36827514;0.36827520;0.01597387; -0.01597387; -0.01597387;0.01597387;0.35230130;0.35230130;0.35230130;0.35230130;320
 -0.33471379; -0.33471382;0.36974240;0.36974246;0.01751435; -0.01751435; -0.01751435;0.01751435;0.35222807;0.35222807;0.35222807;0.35222807;325
 -0.33296396; -0.33296399;0.37131895;0.37131901;0.01917754; -0.01917754; -0.01917754;0.01917754;0.35214143;0.35214143;0.35214143;0.35214143;330
 -0.33107338; -0.33107341;0.37300560;0.37300566;0.02096616; -0.02096616; -0.02096616;0.02096616;0.35203947;0.35203947;0.35203947;0.35203947;335
 -0.32903167; -0.32903170;0.37480785;0.37480791;0.02288814; -0.02288814; -0.02288814;0.02288814;0.35191974;0.35191974;0.35191974;0.35191974;340
 -0.32683545; -0.32683549;0.37672450;0.37672456;0.02494457; -0.02494457; -0.02494457;0.02494457;0.35177995;0.35177995;0.35177995;0.35177995;345
 -0.32446334; -0.32446337;0.37876946;0.37876952;0.02715311; -0.02715311; -0.02715311;0.02715311;0.35161638;0.35161638;0.35161638;0.35161638;350
 -0.32191430; -0.32191433;0.38093825;0.38093831;0.02951203; -0.02951203; -0.02951203;0.02951203;0.35142625;0.35142625;0.35142625;0.35142625;355
 -0.31917853; -0.31917856;0.38323338;0.38323345;0.03202748; -0.03202748; -0.03202748;0.03202748;0.35120593;0.35120593;0.35120593;0.35120593;360
 -0.31624529; -0.31624532;0.38565747;0.38565753;0.03470614; -0.03470614; -0.03470614;0.03470614;0.35095135;0.35095135;0.35095135;0.35095135;365
 -0.31309748; -0.31309751;0.38821737;0.38821743;0.03756000; -0.03756000; -0.03756000;0.03756000;0.35065740;0.35065740;0.35065740;0.35065740;370
 -0.30974460; -0.30974462;0.39089775;0.39089781;0.04057663; -0.04057663; -0.04057663;0.04057663;0.35032114;0.35032114;0.35032114;0.35032114;375
 -0.30615139; -0.30615142;0.39371828;0.39371835;0.04378350; -0.04378350; -0.04378350;0.04378350;0.34993481;0.34993481;0.34993481;0.34993481;380
 -0.30232384; -0.30232387;0.39666491;0.39666498;0.04717059; -0.04717059; -0.04717059;0.04717059;0.34949435;0.34949435;0.34949435;0.34949435;385
 -0.29826665; -0.29826667;0.39972462;0.39972468;0.05072904; -0.05072904; -0.05072904;0.05072904;0.34899560;0.34899560;0.34899560;0.34899560;390
 -0.29395811; -0.29395814;0.40290370;0.40290377;0.05447285; -0.05447285; -0.05447285;0.05447285;0.34843088;0.34843088;0.34843088;0.34843088;395
 -0.28938356; -0.28938359;0.40620181;0.40620188;0.05840918; -0.05840918; -0.05840918;0.05840918;0.34779266;0.34779266;0.34779266;0.34779266;400
 -0.28456317; -0.28456320;0.40959317;0.40959323;0.06251505; -0.06251505; -0.06251505;0.06251505;0.34707814;0.34707814;0.34707814;0.34707814;405
 -0.27947953; -0.27947955;0.41307863;0.41307870;0.06679961; -0.06679961; -0.06679961;0.06679961;0.34627905;0.34627905;0.34627905;0.34627905;410
 -0.27415099; -0.27415102;0.41663412;0.41663419;0.07124162; -0.07124162; -0.07124162;0.07124162;0.34539253;0.34539253;0.34539253;0.34539253;415
 -0.26855029; -0.26855031;0.42026599;0.42026606;0.07585791; -0.07585791; -0.07585791;0.07585791;0.34440811;0.34440811;0.34440811;0.34440811;420
 -0.26271722; -0.26271724;0.42393681;0.42393688;0.08060985; -0.08060985; -0.08060985;0.08060985;0.34332699;0.34332699;0.34332699;0.34332699;425
 -0.25663839; -0.25663842;0.42764412;0.42764419;0.08550292; -0.08550292; -0.08550292;0.08550292;0.34214123;0.34214123;0.34214123;0.34214123;430
 -0.25035870; -0.25035873;0.43135052;0.43135059;0.09049597; -0.09049597; -0.09049597;0.09049597;0.34085458;0.34085458;0.34085458;0.34085458;435
 -0.24385795; -0.24385798;0.43505868;0.43505875;0.09560042; -0.09560042; -0.09560042;0.09560042;0.33945829;0.33945829;0.33945829;0.33945829;440
 -0.23717324; -0.23717327;0.43873865;0.43873872;0.10078276; -0.10078276; -0.10078276;0.10078276;0.33795592;0.33795592;0.33795592;0.33795592;445
 -0.23032775; -0.23032777;0.44237075;0.44237082;0.10602156; -0.10602156; -0.10602156;0.10602156;0.33634922;0.33634922;0.33634922;0.33634922;450
 -0.22335799; -0.22335801;0.44593044;0.44593051;0.11128628; -0.11128628; -0.11128628;0.11128628;0.33464419;0.33464419;0.33464419;0.33464419;455
 -0.21626722; -0.21626724;0.44941211;0.44941218;0.11657251; -0.11657251; -0.11657251;0.11657251;0.33283963;0.33283963;0.33283963;0.33283963;460
 -0.20907079; -0.20907081;0.45280476;0.45280484;0.12186705; -0.12186705; -0.12186705;0.12186705;0.33093775;0.33093775;0.33093775;0.33093775;465
 -0.20186266; -0.20186268;0.45606383;0.45606390;0.12710064; -0.12710064; -0.12710064;0.12710064;0.32896322;0.32896322;0.32896322;0.32896322;470
 -0.19457618; -0.19457620;0.45921983;0.45921991;0.13232189; -0.13232189; -0.13232189;0.13232189;0.32689798;0.32689798;0.32689798;0.32689798;475
 -0.18738312; -0.18738314;0.46220159;0.46220167;0.13740930; -0.13740930; -0.13740930;0.13740930;0.32479233;0.32479233;0.32479233;0.32479233;480
 -0.18021526; -0.18021528;0.46504323;0.46504330;0.14241404; -0.14241404; -0.14241404;0.14241404;0.32262922;0.32262922;0.32262922;0.32262922;485
 -0.17311044; -0.17311046;0.46773445;0.46773453;0.14731206; -0.14731206; -0.14731206;0.14731206;0.32042242;0.32042242;0.32042242;0.32042242;490
 -0.16608021; -0.16608022;0.47027663;0.47027671;0.15209827; -0.15209827; -0.15209827;0.15209827;0.31817839;0.31817839;0.31817839;0.31817839;495
 -0.15920530; -0.15920531;0.47264830;0.47264838;0.15672156; -0.15672156; -0.15672156;0.15672156;0.31592678;0.31592678;0.31592678;0.31592678;500
 -0.15239967; -0.15239968;0.47488639;0.47488647;0.16124342; -0.16124342; -0.16124342;0.16124342;0.31364300;0.31364300;0.31364300;0.31364300;505
 -0.14585247; -0.14585249;0.47693794;0.47693801;0.16554279; -0.16554279; -0.16554279;0.16554279;0.31139518;0.31139518;0.31139518;0.31139518;510
 -0.13944844; -0.13944846;0.47884953;0.47884961;0.16970060; -0.16970060; -0.16970060;0.16970060;0.30914896;0.30914896;0.30914896;0.30914896;515
 -0.13328109; -0.13328111;0.48060263;0.48060271;0.17366082; -0.17366082; -0.17366082;0.17366082;0.30694184;0.30694184;0.30694184;0.30694184;520
 -0.12726638; -0.12726639;0.48223024;0.48223032;0.17748199; -0.17748199; -0.17748199;0.17748199;0.30474829;0.30474829;0.30474829;0.30474829;525
 -0.12146161; -0.12146162;0.48372494;0.48372502;0.18113172; -0.18113172; -0.18113172;0.18113172;0.30259325;0.30259325;0.30259325;0.30259325;530
 -0.11586584; -0.11586585;0.48509570;0.48509578;0.18461498; -0.18461498; -0.18461498;0.18461498;0.30048076;0.30048076;0.30048076;0.30048076;535
 -0.11050866; -0.11050867;0.48634409;0.48634417;0.18791776; -0.18791776; -0.18791776;0.18791776;0.29842636;0.29842636;0.29842636;0.29842636;540
 -0.10533596; -0.10533597;0.48749058;0.48749066;0.19107736; -0.19107736; -0.19107736;0.19107736;0.29641326;0.29641326;0.29641326;0.29641326;545
 -0.10042850; -0.10042851;0.48852518;0.48852526;0.19404839; -0.19404839; -0.19404839;0.19404839;0.29447682;0.29447682;0.29447682;0.29447682;550
 -0.09567997; -0.09567998;0.48947735;0.48947743;0.19689874; -0.19689874; -0.19689874;0.19689874;0.29257865;0.29257865;0.29257865;0.29257865;555
 -0.09121412; -0.09121413;0.49032919;0.49032927;0.19955759; -0.19955759; -0.19955759;0.19955759;0.29077164;0.29077164;0.29077164;0.29077164;560
 -0.08687997; -0.08687998;0.49111567;0.49111575;0.20211790; -0.20211790; -0.20211790;0.20211790;0.28899781;0.28899781;0.28899781;0.28899781;565
 -0.08276065; -0.08276066;0.49182660;0.49182668;0.20453302; -0.20453302; -0.20453302;0.20453302;0.28729362;0.28729362;0.28729362;0.28729362;570
 -0.07891564; -0.07891565;0.49245817;0.49245825;0.20677131; -0.20677131; -0.20677131;0.20677131;0.28568690;0.28568690;0.28568690;0.28568690;575
 -0.07525601; -0.07525602;0.49303069;0.49303077;0.20888739; -0.20888739; -0.20888739;0.20888739;0.28414334;0.28414334;0.28414334;0.28414334;580
 -0.07160873; -0.07160874;0.49357362;0.49357370;0.21098249; -0.21098249; -0.21098249;0.21098249;0.28259117;0.28259117;0.28259117;0.28259117;585
 -0.06832824; -0.06832825;0.49403844;0.49403852;0.21285514; -0.21285514; -0.21285514;0.21285514;0.28118333;0.28118333;0.28118333;0.28118333;590
 -0.06503490; -0.06503491;0.49448275;0.49448283;0.21472397; -0.21472397; -0.21472397;0.21472397;0.27975882;0.27975882;0.27975882;0.27975882;595
 -0.06203335; -0.06203335;0.49486826;0.49486834;0.21641750; -0.21641750; -0.21641750;0.21641750;0.27845080;0.27845080;0.27845080;0.27845080;600
 -0.05914501; -0.05914502;0.49522176;0.49522184;0.21803842; -0.21803842; -0.21803842;0.21803842;0.27718339;0.27718339;0.27718339;0.27718339;605
 -0.05645546; -0.05645546;0.49553558;0.49553566;0.21954010; -0.21954010; -0.21954010;0.21954010;0.27599552;0.27599552;0.27599552;0.27599552;610
 -0.05386733; -0.05386733;0.49582360;0.49582368;0.22097817; -0.22097817; -0.22097817;0.22097817;0.27484546;0.27484546;0.27484546;0.27484546;615
 -0.05134304; -0.05134305;0.49609134;0.49609142;0.22237419; -0.22237419; -0.22237419;0.22237419;0.27371719;0.27371719;0.27371719;0.27371719;620
 -0.04901968; -0.04901969;0.49632630;0.49632638;0.22365335; -0.22365335; -0.22365335;0.22365335;0.27267299;0.27267299;0.27267299;0.27267299;625
 -0.04682527; -0.04682528;0.49653814;0.49653822;0.22485647; -0.22485647; -0.22485647;0.22485647;0.27168171;0.27168171;0.27168171;0.27168171;630
 -0.04466806; -0.04466807;0.49673684;0.49673692;0.22603443; -0.22603443; -0.22603443;0.22603443;0.27070245;0.27070245;0.27070245;0.27070245;635
 -0.04266799; -0.04266800;0.49691264;0.49691272;0.22712236; -0.22712236; -0.22712236;0.22712236;0.26979032;0.26979032;0.26979032;0.26979032;640
 -0.04074674; -0.04074674;0.49707387;0.49707395;0.22816360; -0.22816360; -0.22816360;0.22816360;0.26891031;0.26891031;0.26891031;0.26891031;645
 -0.03895384; -0.03895384;0.49721758;0.49721766;0.22913191; -0.22913191; -0.22913191;0.22913191;0.26808571;0.26808571;0.26808571;0.26808571;650
 -0.03718577; -0.03718578;0.49735294;0.49735302;0.23008362; -0.23008362; -0.23008362;0.23008362;0.26726936;0.26726936;0.26726936;0.26726936;655
 -0.03561708; -0.03561709;0.49746774;0.49746782;0.23092536; -0.23092536; -0.23092536;0.23092536;0.26654241;0.26654241;0.26654241;0.26654241;660
 -0.03402198; -0.03402198;0.49757937;0.49757945;0.23177873; -0.23177873; -0.23177873;0.23177873;0.26580068;0.26580068;0.26580068;0.26580068;665
 -0.03255880; -0.03255880;0.49767725;0.49767734;0.23255926; -0.23255926; -0.23255926;0.23255926;0.26511803;0.26511803;0.26511803;0.26511803;670
 -0.03117652; -0.03117652;0.49776576;0.49776584;0.23329465; -0.23329465; -0.23329465;0.23329465;0.26447114;0.26447114;0.26447114;0.26447114;675
 -0.02982321; -0.02982321;0.49784867;0.49784875;0.23401276; -0.23401276; -0.23401276;0.23401276;0.26383595;0.26383595;0.26383595;0.26383595;680
 -0.02856461; -0.02856461;0.49792247;0.49792255;0.23467896; -0.23467896; -0.23467896;0.23467896;0.26324355;0.26324355;0.26324355;0.26324355;685
 -0.02733803; -0.02733804;0.49799132;0.49799140;0.23532668; -0.23532668; -0.23532668;0.23532668;0.26266468;0.26266468;0.26266468;0.26266468;690
 -0.02623086; -0.02623086;0.49805087;0.49805095;0.23591004; -0.23591004; -0.23591004;0.23591004;0.26214087;0.26214087;0.26214087;0.26214087;695
 -0.02508443; -0.02508443;0.49810992;0.49811000;0.23651278; -0.23651278; -0.23651278;0.23651278;0.26159718;0.26159718;0.26159718;0.26159718;700
