0 2 a a 0 2 a a;a a 2 0 a a 2 0;a 2 a 0 a 2 a 0;0 a 2 a 0 a 2 a;a 2 2 a 0 a a 0;a a a a 0 2 2 0;0 2 2 0 a a a a;0 a a 0 a 2 2 a;a a 2 0 0 2 a a;0 2 a a a a 2 0;a 2 a 0 0 a 2 a;0 a 2 a a 2 a 0;Z
 -0.70190040;0.70190040;0.00000020; -0.00000020; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;300
 -0.70190040;0.70190040;0.00000018; -0.00000018; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;305
 -0.70190040;0.70190040;0.00000017; -0.00000017; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;310
 -0.70190040;0.70190040;0.00000016; -0.00000016; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;315
 -0.70190040;0.70190040;0.00000014; -0.00000014; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;320
 -0.70190040;0.70190040;0.00000013; -0.00000013; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;325
 -0.70190040;0.70190040;0.00000012; -0.00000012; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;330
 -0.70190040;0.70190040;0.00000011; -0.00000011; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;335
 -0.70190040;0.70190040;0.00000011; -0.00000011; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;340
 -0.70190040;0.70190040;0.00000010; -0.00000010; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;345
 -0.70190040;0.70190040;0.00000009; -0.00000009; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;350
 -0.70190040;0.70190040;0.00000009; -0.00000009; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;355
 -0.70190040;0.70190040;0.00000008; -0.00000008; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;360
 -0.70190040;0.70190040;0.00000007; -0.00000007; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;365
 -0.70190040;0.70190040;0.00000007; -0.00000007; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;370
 -0.70190040;0.70190040;0.00000006; -0.00000006; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;375
 -0.70190040;0.70190040;0.00000006; -0.00000006; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;380
 -0.70190040;0.70190040;0.00000006; -0.00000006; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;385
 -0.70190040;0.70190040;0.00000005; -0.00000005; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;390
 -0.70190040;0.70190040;0.00000005; -0.00000005; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;395
 -0.70190040;0.70190040;0.00000005; -0.00000005; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;400
 -0.70190040;0.70190040;0.00000004; -0.00000004; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;405
 -0.70190040;0.70190040;0.00000004; -0.00000004; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;410
 -0.70190040;0.70190040;0.00000004; -0.00000004; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;415
 -0.70190040;0.70190040;0.00000004; -0.00000004; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;420
 -0.70190040;0.70190040;0.00000003; -0.00000003; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;425
 -0.70190040;0.70190040;0.00000003; -0.00000003; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;430
 -0.70190040;0.70190040;0.00000003; -0.00000003; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;435
 -0.70190040;0.70190040;0.00000003; -0.00000003; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;440
 -0.70190040;0.70190040;0.00000003; -0.00000003; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;445
 -0.70190040;0.70190040;0.00000003; -0.00000003; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;450
 -0.70190040;0.70190040;0.00000002; -0.00000002; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;455
 -0.70190040;0.70190040;0.00000002; -0.00000002; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;460
 -0.70190040;0.70190040;0.00000002; -0.00000002; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;465
 -0.70190040;0.70190040;0.00000002; -0.00000002; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;470
 -0.70190040;0.70190040;0.00000002; -0.00000002; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;475
 -0.70190040;0.70190040;0.00000002; -0.00000002; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;480
 -0.70190040;0.70190040;0.00000002; -0.00000002; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;485
 -0.70190040;0.70190040;0.00000002; -0.00000002; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;490
 -0.70190040;0.70190040;0.00000002; -0.00000002; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;495
 -0.70190040;0.70190040;0.00000002; -0.00000002; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;500
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;505
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;510
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;515
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;520
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;525
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;530
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;535
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;540
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;545
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;550
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;555
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;560
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;565
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;570
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;575
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;580
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;585
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;590
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;595
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;600
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;605
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;610
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;615
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;620
 -0.70190040;0.70190040;0.00000001; -0.00000001; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;625
 -0.70190040;0.70190040;0.00000000; -0.00000000; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;630
 -0.70190040;0.70190040;0.00000000; -0.00000000; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;635
 -0.70190040;0.70190040;0.00000000; -0.00000000; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;640
 -0.70190040;0.70190040;0.00000000; -0.00000000; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;645
 -0.70190040;0.70190040;0.00000000; -0.00000000; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;650
 -0.70190040;0.70190040;0.00000000; -0.00000000; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;655
 -0.70190040;0.70190040;0.00000000; -0.00000000; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;660
 -0.70190040;0.70190040;0.00000000; -0.00000000; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;665
 -0.70190040;0.70190040;0.00000000; -0.00000000; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;670
 -0.70190040;0.70190040;0.00000000; -0.00000000; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;675
 -0.70190040;0.70190040;0.00000000; -0.00000000; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;680
 -0.70190040;0.70190040;0.00000000; -0.00000000; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;685
 -0.70190040;0.70190040;0.00000000; -0.00000000; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;690
 -0.70190040;0.70190040;0.00000000; -0.00000000; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;695
 -0.70190040;0.70190040;0.00000000; -0.00000000; -0.00000002;0.00000002;0.00000002; -0.00000002;0.00000002;0.00000002;0.00000002;0.00000002;700
