0 2 a a 0 2 a a;a a 2 0 a a 2 0;a 2 a 0 a 2 a 0;0 a 2 a 0 a 2 a;a 2 2 a 0 a a 0;a a a a 0 2 2 0;0 2 2 0 a a a a;0 a a 0 a 2 2 a;a a 2 0 0 2 a a;0 2 a a a a 2 0;a 2 a 0 0 a 2 a;0 a 2 a a 2 a 0;Z
0.00000050; -0.00000050;0.69607080; -0.69607080;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;250
0.00000046; -0.00000046;0.69607081; -0.69607080;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;255
0.00000041; -0.00000041;0.69607081; -0.69607080;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;260
0.00000038; -0.00000038;0.69607081; -0.69607081;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;265
0.00000034; -0.00000034;0.69607081; -0.69607081;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;270
0.00000031; -0.00000031;0.69607081; -0.69607081;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;275
0.00000029; -0.00000029;0.69607081; -0.69607081;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;280
0.00000026; -0.00000026;0.69607081; -0.69607081;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;285
0.00000024; -0.00000024;0.69607082; -0.69607081;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;290
0.00000022; -0.00000022;0.69607082; -0.69607081;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;295
0.00000020; -0.00000020;0.69607082; -0.69607081;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;300
0.00000019; -0.00000019;0.69607082; -0.69607081;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;305
0.00000017; -0.00000017;0.69607082; -0.69607081;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;310
0.00000016; -0.00000016;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;315
0.00000015; -0.00000015;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;320
0.00000014; -0.00000014;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;325
0.00000013; -0.00000013;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;330
0.00000012; -0.00000012;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;335
0.00000011; -0.00000011;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;340
0.00000010; -0.00000010;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;345
0.00000009; -0.00000009;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;350
0.00000009; -0.00000009;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;355
0.00000008; -0.00000008;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;360
0.00000008; -0.00000008;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;365
0.00000007; -0.00000007;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;370
0.00000007; -0.00000007;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;375
0.00000006; -0.00000006;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;380
0.00000006; -0.00000006;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;385
0.00000005; -0.00000005;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;390
0.00000005; -0.00000005;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;395
0.00000005; -0.00000005;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;400
0.00000004; -0.00000004;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;405
0.00000004; -0.00000004;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;410
0.00000004; -0.00000004;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;415
0.00000004; -0.00000004;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;420
0.00000004; -0.00000004;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;425
0.00000003; -0.00000003;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;430
0.00000003; -0.00000003;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;435
0.00000003; -0.00000003;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;440
0.00000003; -0.00000003;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;445
0.00000003; -0.00000003;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;450
0.00000003; -0.00000003;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;455
0.00000002; -0.00000002;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;460
0.00000002; -0.00000002;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;465
0.00000002; -0.00000002;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;470
0.00000002; -0.00000002;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;475
0.00000002; -0.00000002;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;480
0.00000002; -0.00000002;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;485
0.00000002; -0.00000002;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;490
0.00000002; -0.00000002;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;495
0.00000002; -0.00000002;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;500
0.00000001; -0.00000001;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;505
0.00000001; -0.00000001;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;510
0.00000001; -0.00000001;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;515
0.00000001; -0.00000001;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;520
0.00000001; -0.00000001;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;525
0.00000001; -0.00000001;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;530
0.00000001; -0.00000001;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;535
0.00000001; -0.00000001;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;540
0.00000001; -0.00000001;0.69607082; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;545
0.00000001; -0.00000001;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;550
0.00000001; -0.00000001;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;555
0.00000001; -0.00000001;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;560
0.00000001; -0.00000001;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;565
0.00000001; -0.00000001;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;570
0.00000001; -0.00000001;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;575
0.00000001; -0.00000001;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;580
0.00000001; -0.00000001;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;585
0.00000001; -0.00000001;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;590
0.00000001; -0.00000001;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;595
0.00000001; -0.00000001;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;600
0.00000001; -0.00000001;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;605
0.00000001; -0.00000001;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;610
0.00000001; -0.00000001;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;615
0.00000001; -0.00000001;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;620
0.00000001; -0.00000001;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;625
0.00000000; -0.00000000;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;630
0.00000000; -0.00000000;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;635
0.00000000; -0.00000000;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;640
0.00000000; -0.00000000;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;645
0.00000000; -0.00000000;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;650
0.00000000; -0.00000000;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;655
0.00000000; -0.00000000;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;660
0.00000000; -0.00000000;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;665
0.00000000; -0.00000000;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;670
0.00000000; -0.00000000;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;675
0.00000000; -0.00000000;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;680
0.00000000; -0.00000000;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;685
0.00000000; -0.00000000;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;690
0.00000000; -0.00000000;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;695
0.00000000; -0.00000000;0.69607083; -0.69607082;0.00000005; -0.00000005; -0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;0.00000005;700
